sample_id,catalog_content,image_link,price
112608,"Item Name: Organic Way Premium White Peppercorns Whole (Piper nigrum) - Grinder Refill | Organic & Kosher Certified | Raw, Vegan, Non GMO & Gluten Free | USDA Certified | Origin - India (1/4LBS / 4OZ)
Bullet Point 1: 100% tested USDA and Kosher certified herbal product
Bullet Point 2: Organic products imported from India and packaged in USA
Bullet Point 3: Authentic White Pepper Whole processed in a hygienic environment
Bullet Point 4: Pure, highly potent White Pepper Whole with a distinct aromatic effect
Bullet Point 5: The packaging is flavor-sealed for freshness
Product Description: <p>Whole White Pepper can be used in salads and nearly in any continental dish. Our ground white pepper whole comes in premium quality with a woody flavor for an amazing taste. All our products are natural and safe for consumption with no side-effects. Use our white pepper with mashed potatoes, white sauces, and many other items and make your favorite recipes at home.</p>
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/61hPmkqCd6L.jpg,14.99
142716,"Item Name: Ginger Peach Black Tea (Deluxe Blend) (50 tea bags, ZIN: 530275)
Bullet Point 1: Our Ginger Peach Black Tea is a scrumptuous flavored Black tea with Ginger Root and Peach that will impress you with its refreshing taste! - Ingredients: Black tea, Ginger Root, Peach and natural ginger peach flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 50 tea bags
Bullet Point 5: Black Tea Bags - Packed in a convenient upright pouch!
Product Description: Our Ginger Peach Black Tea is a scrumptuous flavored Black tea with Ginger Root and Peach that will impress you with its refreshing taste! - Ingredients: Black tea, Ginger Root, Peach and natural ginger peach flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top-up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordability and to look for new ways to serve you and the ones you love. TerraVita has become a truste
Value: 50.0
Unit: Count
",https://m.media-amazon.com/images/I/81inR6iGn8L.jpg,27.61
198956,"Item Name: Kirkland Signature Organic Raw Honey, 24 oz, 3-count
Bullet Point 1: Honey Bear Plastic Jar
Bullet Point 2: 100% Grade A
Bullet Point 3: USDA Organic
Bullet Point 4: 72 oz. Total Net Weight
Product Description: Organic Honey
Value: 3.0
Unit: Count
",https://m.media-amazon.com/images/I/71wIEk3dUVL.jpg,23.81
20265,"Item Name: Strawberry Papaya Yerba Mate Tea (50 tea bags, ZIN: 565267) - 3 Pack
Bullet Point 1: Our Strawberry Papaya Yerba Mate tea is a scrumptuous all-natural flavored Yerba Mate coffee substitute with Strawberries, Papaya and Lime Peel that will refresh you with its terrific taste! You will enjoy the earthy and acidity-free Strawberry Papaya aroma and flavor again and again! - Ingredients: Yerba Mate, Strawberries, Papaya, Lime Peel and Natural Strawberry Papaya Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 50 tea bags
Bullet Point 5: Yerba Mate Tea Bags - Packed in a convenient upright pouch!
Product Description: Our Strawberry Papaya Yerba Mate tea is a scrumptuous all-natural flavored Yerba Mate coffee substitute with Strawberries, Papaya and Lime Peel that will refresh you with its terrific taste! You will enjoy the earthy and acidity-free Strawberry Papaya aroma and flavor again and again! - Ingredients: Yerba Mate, Strawberries, Papaya, Lime Peel and Natural Strawberry Papaya Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (To make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and rel
Value: 150.0
Unit: Count
",https://m.media-amazon.com/images/I/81xjAnwo1JL.jpg,93.46
205372,"Item Name: Good's Original Kettle Cooked Potato Chips 24-1 Ounce Bags
Value: 24.0
Unit: Count
",https://m.media-amazon.com/images/I/41-dks-qwLL.jpg,9.99
24380,"Item Name: Simply Organic Harissa Seasoning, 3.2 oz (91 g)
Bullet Point 1: HARISSA SEASONING - Simply Organic Harissa Seasoning is a tantalizing blend inspired by the iconic Tunisian hot sauce. Our organic creation is a garlic-kissed masterpiece, delivering a complex, smoky, curry-like flavor with a touch of invigorating spicy heat. Dive into the vibrant world of Harissa with this gorgeous, earthy-red blend that captures the essence of North African cuisine.
Bullet Point 2: BEST USES - Immerse your dishes in the rich and exotic flavors of North Africa by sprinkling our Harissa Seasoning. Perfect for adding a spicy kick to roasted vegetables, grilled meats, or couscous, this blend brings a depth of taste that elevates your culinary creations.
Bullet Point 3: SIMPLY ORGANIC BOTTLED SPICES - Elevate your daily dishes with Simply Organic Bottled Spices, where the pure, delicious flavor of our spices and seasonings bring the goodness of organics to everyday meals.
Bullet Point 4: GROWN FOR SOMETHING GREATER - Simply Organic works directly with sourcing partners whenever possible, paying fair prices directly to them, without a middleman, to maximize the grower's return. With Simply Organic you can feel good about the food on your table and its effect on the world we live in.
Bullet Point 5: ABOUT US - We are Simply Organic. The original, all-organic spice brand that lives up to the promise of our name in all we cultivate and bring to the table. We believe in nourishing lives and preserving the Earth for generations to come, all through inherently better food.
Value: 3.2
Unit: Ounce
",https://m.media-amazon.com/images/I/71RJ5KlOE0L.jpg,6.21
219387,"Item Name: Mentos Chewy Mint Candy Roll, Discovery 14 Assorted Fruit Flavors, 14 Pieces Per Roll, 15 Count Showbox
Bullet Point 1: Experience a Fruit-Filled Adventure: Mentos Chewy Discovery 14 Flavors Roll, 14 pieces per chewy candy roll in this 15-count shadowbox
Bullet Point 2: Enjoy a blast of refreshing fruit flavor in each Mentos chewy mint candy
Bullet Point 3: Yes to Fresh! Mentos chewy candies are perfect for on-the-go freshness
Bullet Point 4: Share a Mentos with friends, perfect for wedding candy, baby shower favors, birthday parties and more
Bullet Point 5: Mentos chewy candies are a fun snack to share with others
Value: 15.0
Unit: Count
",https://m.media-amazon.com/images/I/81DaCHa22DL.jpg,28.79
169151,"Item Name: Paradise Cherry Halves, Green, 8 Ounce
Bullet Point 1: Green candied cherries are sweet and chewy, and complement red candied cherries in a variety of recipes, making for a more colorful and tasty baked treat.
Bullet Point 2: Accent the color and flavor of a seasonal holiday fruitcake for family and friends with green cherries or make candied cherry chocolate chip cookies to stand out at the next pot luck party.
Bullet Point 3: We have a number of wonderful and easy recipes that call for these sweet treats. Here are just a few: Cherry Brownies, Cherry-Citron Cake, Cherry Pineapple Cake, Fruit Cake, Oatmeal Cherry Pineapple Cookies, Reindeer Ornament Cookies, Cherry-Chocolate Bars, Cherry-Pineapple Crispies and a Yuletide Centerpiece Tree.
Bullet Point 4: Our green candied cherries are available whole or halved, and come packed in a reusable plastic container
Bullet Point 5: Paradise Candied Green Cherries are fat-free and gluten free.
Value: 8.0
Unit: ounce
",https://m.media-amazon.com/images/I/816syHwrDLL.jpg,13.4
36733,"Item Name: YORK Peppermint Patties Miniatures (Gluten-Free Dark Chocolate Covered Mint Candy), 12 Ounce Bags (Pack of 4)
Bullet Point 1: Get the sensation with the delicious combination of cool refreshing peppermint and smooth dark chocolate
Bullet Point 2: Great for sharing and snacking
Bullet Point 3: 70% less fat than the average of the leading chocolate candy brands
Bullet Point 4: Individually wrapped
Bullet Point 5: Qualify as Gluten Free using Standards proposed by FDA
Value: 48.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71y8OZnzUxL.jpg,4.44
209036,"Item Name: The 12 Coffees of Christmas Gift Set
Bullet Point 1: Each box contains 1oz coffee packets of Vanilla Bean, Cinnamon Swirl, Peppermint Bark, Coconut Creme, Butter Creme, Vanilla Raspberry, Fudge Brownie, Hazelnut Creme, Caramel Kiss, Chocolate Almond, Creme Brulee, and Toasted Pecan.
Bullet Point 2: Each packet of coffee has the right amount of coffee to brew 6-8 cups
Bullet Point 3: Simply fill the pouch into the filter, add water, brew and enjoy!
Bullet Point 4: Share the joy of the season by gifting this enchanting collection to friends and family, or treat yourself to a daily dose of holiday cheer.
Value: 12.0
Unit: Ounce
",https://m.media-amazon.com/images/I/912tdEjUqhL.jpg,23.0
137097,"Item Name: Badia 8 oz Whole Thyme Leaves/ Tomillo Entero Gluten Free Kosher
Bullet Point: Badia Whole Thyme Leaves, 8 Ounce
Value: 8.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81gjc2z2dJL.jpg,9.065
286607,"Item Name: Good Earth Green Tea, Sweet and Spicy, Matcha Maker, 18 Count, Pack of 6
Bullet Point 1: Green tea blended with the goodness of matcha and bright bursts of citrus flavors
Bullet Point 2: A delicious tea blend that is both healthy and great tasting
Bullet Point 3: Spiced with licorice root, orange peel, chamomile, orange oil, ginger root, and lime oil
Bullet Point 4: No artificial flavors, colors or preservatives
Value: 8.22
Unit: Ounce
",https://m.media-amazon.com/images/I/61MT6mbqrML.jpg,8.36
107699,"Item Name: Bob's Red Mill Gluten Free Old Fashion Rolled Oats, 32-ounce (Pack of 4)
Bullet Point 1: WHOLE GRAIN GOODNESS: Our Gluten Free Old Fashioned Rolled Oats make a deliciously hearty, whole grain cereal that gives you lasting energy
Bullet Point 2: GLUTEN FREE: To assure the integrity of our gluten free products, we’ve built a separate 100% gluten free facility and batch test in our quality control laboratory using an ELISA Gluten Assay test
Bullet Point 3: GOOD SOURCE OF FIBER: One serving provides 18% of your daily value
Bullet Point 4: NON-GMO: Non-GMO Project Verified; we’ve always been committed to sourcing raw materials that are not modified through genetic engineering
Bullet Point 5: BOB'S RED MILL: Make folks a little happier: it’s the idea that keeps our stone mills grinding to fill every bag with wholesome goodness
Value: 128.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81KL5C387-L.jpg,38.92
54586,"Item Name: Food to Live Long Grain White Rice, 3 Pounds Raw, Vegan, Kosher. Easy to Cook. Stays Separate and Fluffy. Rich in Iron and Low in Fat. Great as Side Dish. Perfect for Stuffing, Pilafs, and Salads
Bullet Point 1: ✔️ PREMIUM QUALITY & KOSHER: Food to Live Long Grain White Rice is 100% Raw, certified Kosher, and vegan-friendly. Besides, it’s trans-fat and cholesterol-free.
Bullet Point 2: ✔️ HIGHLY NUTRITIOUS: This rice variety is a great source of protein and carbs, therefore, it will keep you energized for a while. It also contains Folate, Calcium, Niacin, Magnesium, Selenium, Zinc, Phosphorus, and Vitamin B6.
Bullet Point 3: ✔️ VERSATILE USES: Long Grain White Rice is an amazing pantry staple that has an endless number of uses. Use it for pilaf, curries, rice bowls, stir-fries, or serve it as a side dish with stews, sauces, beans, meat, fish, or veggies.
Bullet Point 4: ✔️ QUICK AND EASY TO COOK: You can prepare this rice either in an open or a closed pot with minimal effort. Perfect for big families!
Bullet Point 5: ✔️ WHITE BASMATI AND WHITE JASMINE RICE SUBSTITUTE: Long Grain White Rice has a very similar taste and texture to White Basmati and White Jasmine varieties, thus, can be used as an alternative.
Value: 48.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81Vj11pn-3L.jpg,15.0
149790,"Item Name: Peach Nectarine Decaf Black Tea (50 tea bags, ZIN: 537717)
Bullet Point 1: Our Peach Nectarine Decaf Black Tea is a wonderful flavored decaffeinated Black tea with Apricots, Peach Fruit and Blackberry. You will enjoy the simple and elegant Peach Nectarine taste! - Ingredients: Decaf Black tea, Apricots, Peach Fruit, Blackberry and Natural Peach Nectarine Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 50 tea bags
Bullet Point 5: Black Tea Bags - Packed in a convenient upright pouch!
Product Description: Our Peach Nectarine Decaf Black Tea is a wonderful flavored decaffeinated Black tea with Apricots, Peach Fruit and Blackberry. You will enjoy the simple and elegant Peach Nectarine taste! - Ingredients: Decaf Black tea, Apricots, Peach Fruit, Blackberry and Natural Peach Nectarine Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top-up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordability and to look for n
Value: 50.0
Unit: Count
",https://m.media-amazon.com/images/I/81LGbOwGBHL.jpg,42.11
45960,"Item Name: Mariani – Philippine Mango – 4 oz Pouch – 3 Pack
Bullet Point 1: CONVENIENT PACKAGING – TouchLock Easy Seal keeps the dates fresh
Bullet Point 2: NUTRITION INFORMATION – Contains 35% vitamin A, 25% vitamin C, and 25% folate
Bullet Point 3: SNACKING MADE EASY – Perfect for on-the-go and stay-at-home snacking
Bullet Point 4: HEALTHY SNACK – Snack guilt-free and enjoy a happier healthier lifestyle with natural treats
Bullet Point 5: GREAT QUALITY – Picked at the height of sweetness giving a delicious flavor and natural sweetness
Value: 3.0
Unit: Pack
",https://m.media-amazon.com/images/I/31bxra4xDKL.jpg,13.95
100250,"Item Name: Premium | VEGETABLE Seasonings | Variety 2 Pack | Large Shakers | Sour Cream & Onion Vegetable Seasoning | Ranch Vegetable Seasoning | Crafted in Small Batches
Bullet Point 1: Introducing our Vegetable Seasoning Variety 2-Pack, a dynamic duo of flavors crafted to enhance the natural taste of your favorite vegetables. From the tangy goodness of Sour Cream & Onion to the classic ranch flavor, these seasonings will take your veggie dishes to new heights of deliciousness.
Bullet Point 2: 🥦 Sour Cream & Onion Vegetable Seasoning: Elevate the flavor of your veggies with our Sour Cream & Onion Vegetable Seasoning. Bursting with tangy sour cream and aromatic onion, this seasoning adds depth and richness to your dishes, turning even the simplest veggies into a gourmet treat. It's the perfect way to add a savory kick to your vegetable dishes.
Bullet Point 3: 🌱 Ranch Vegetable Seasoning: Experience the classic taste of ranch with our Ranch Vegetable Seasoning. Made with a blend of herbs and spices, including garlic, dill, and parsley, this seasoning adds a burst of savory flavor to your vegetables. Whether you're roasting, grilling, or steaming, it's the perfect accompaniment to a wide variety of veggies.
Bullet Point 4: 🍽️ Versatile Usage: Whether you're cooking up a batch of roasted Brussels sprouts, sautéing a medley of mixed vegetables, or grilling some zucchini skewers, our seasonings are the perfect way to add flavor to your dishes. Simply sprinkle them over your veggies before cooking for an instant boost of deliciousness.
Bullet Point 5: 👩‍🍳 Easy to Use: Our seasonings are incredibly easy to use—just sprinkle them over your vegetables and toss to coat evenly before cooking. With their convenient format, you can enjoy flavorful vegetable dishes with minimal effort and maximum flavor.
Bullet Point 6: 🎉 Perfect for Every Meal: Whether you're preparing a healthy dinner for the family or whipping up a quick side dish for lunch, our Vegetable Seasoning Variety 2-Pack is sure to please. With its delicious flavors and versatile usage, it's the ultimate seasoning solution for vegetable lovers everywhere.
Bullet Point 7: Enhance the flavor of your veggies with our Vegetable Seasoning Variety 2-Pack. With its delicious flavors and easy-to-use format, it's the perfect way to make healthy eating delicious and enjoyable. 🥦🌱🍽️
Bullet Point 8: A double FRESHNESS seal is applied to FRESH ingredients immediately after blending for maximum flavor and zest.
Bullet Point 9: TASTE the PREMIUM difference!
Bullet Point 10: Buy today and enjoy! Gluten free. No MSG. Sturdy 5.5 fl. oz. BPA free shaker bottle with sift options and a flavor lock cap.
Product Description: Introducing our Vegetable Seasoning Variety 2-Pack, a dynamic duo of flavors crafted to enhance the natural taste of your favorite vegetables. From the tangy goodness of Sour Cream & Onion to the classic ranch flavor, these seasonings will take your veggie dishes to new heights of deliciousness.
Value: 11.0
Unit: Ounce
",https://m.media-amazon.com/images/I/91CqqnZUP5L.jpg,16.88
84525,"Item Name: Whole, Shelled & Dry Roasted Georgia Pecans With Himalayan Salt (1 Lb.) - Small Batch Roasted - Vegan & Keto Friendly - Healthy Southern Tastiness - Farm Fresh Nuts Brand
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/61Gyb7AkKHL.jpg,26.49
161336,"Item Name: Woodstock Farms Organic Pure Cane Granulated Sugar ( 12x24 OZ)
Product Description: Woodstock Organic Granulated Pure Cane Sugar - 24 oz
Value: 288.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/61nfe6OSASL.jpg,43.67
